Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components,PFam Description,PFam ID
CNAG_02441,395,Cryptococcus neoformans var. grubii H99,"CP003825.1:314,854..316,879(-)",hypothetical protein,protein coding gene,CNAG_02441,IPR000219;IPR035899,Dbl homology (DH) domain;Dbl homology (DH) domain superfamily,429,1290,hypothetical protein,N/A,N/A,N/A,N/A,guanyl-nucleotide exchange factor activity,N/A,Dbl homology (DH) domain,PF00621
CNAG_06173,396,Cryptococcus neoformans var. grubii H99,"CP003831.1:511,873..513,530(-)",hypothetical protein,protein coding gene,CNAG_06173,IPR006439;IPR036412,"HAD hydrolase, subfamily IA;HAD-like superfamily",284,855,hypothetical protein,N/A,N/A,N/A,N/A,hydrolase activity,N/A,N/A,PF00702
CNAG_02473,397,Cryptococcus neoformans var. grubii H99,"CP003825.1:224,648..226,536(+)",endoplasmic reticulum protein,protein coding gene,CNAG_02473,IPR036291,NAD(P)-binding domain superfamily,241,726,endoplasmic reticulum protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02439,398,Cryptococcus neoformans var. grubii H99,"CP003825.1:320,077..321,965(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_02439,IPR000868;IPR036380,Isochorismatase-like;Isochorismatase-like superfamily,176,531,"hypothetical protein, variant",N/A,N/A,N/A,N/A,catalytic activity,N/A,Isochorismatase-like,PF00857
CNAG_03084,399,Cryptococcus neoformans var. grubii H99,"CP003827.1:13,460..16,180(-)",endoribonuclease L-PSP,protein coding gene,CNAG_03084,IPR006175;IPR035959,YjgF/YER057c/UK114 family;RutC-like superfamily,148,447,endoribonuclease L-PSP,N/A,N/A,N/A,N/A,N/A,N/A,YjgF/YER057c/UK114 family,PF01042
CNAG_06499,400,Cryptococcus neoformans var. grubii H99,"CP003832.1:679,259..681,279(-)",hypothetical protein,protein coding gene,CNAG_06499,IPR000326;IPR036938;IPR043216,Phosphatidic acid phosphatase type 2/haloperoxidase;Phosphatidic acid phosphatase type 2/haloperoxidase superfamily;Phospholipid phosphatase,426,1281,hypothetical protein,cellular response to heat,N/A,N/A,phospholipid metabolic process,phosphatidate phosphatase activity,integral component of membrane,Phosphatidic acid phosphatase type 2/haloperoxidase,PF01569
CNAG_05279,401,Cryptococcus neoformans var. grubii H99,"CP003823.1:919,065..920,637(+)",hypothetical protein,protein coding gene,CNAG_05279,N/A,N/A,267,804,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,N/A,N/A
CNAG_06302,402,Cryptococcus neoformans var. grubii H99,"CP003832.1:137,231..139,294(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_06302,IPR032710;IPR037401,NTF2-like domain superfamily;SnoaL-like domain,239,720,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A,SnoaL-like domain,PF13577
CNAG_06190,403,Cryptococcus neoformans var. grubii H99,"CP003831.1:565,249..567,192(-)",N-acetylglucosamine-6-phosphate deacetylase,protein coding gene,CNAG_06190,IPR003764;IPR006680;IPR011059;IPR032466,"N-acetylglucosamine-6-phosphate deacetylase;Amidohydrolase-related;Metal-dependent hydrolase, composite domain superfamily;Metal-dependent hydrolase",434,1305,N-acetylglucosamine-6-phosphate deacetylase,N/A,N/A,N/A,N-acetylglucosamine metabolic process;carbohydrate metabolic process,"N-acetylgalactosamine-6-phosphate deacetylase activity;N-acetylglucosamine-6-phosphate deacetylase activity;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;metal ion binding",N/A,Amidohydrolase-related,PF01979
CNAG_05116,404,Cryptococcus neoformans var. grubii H99,"CP003823.1:470,399..472,762(-)",DNA polymerase mu subunit,protein coding gene,CNAG_05116,IPR002008;IPR002054;IPR010996;IPR019843;IPR022312;IPR027421;IPR028207;IPR029398;IPR043519,"DNA polymerase family X, beta-like;DNA-directed DNA polymerase X;DNA polymerase beta-like, N-terminal domain;DNA polymerase family X, binding site;DNA polymerase family X;DNA polymerase lambda lyase domain superfamily;DNA polymerase beta, palm domain;DNA polymerase beta, thumb domain;Nucleotidyltransferase superfamily",560,1683,DNA polymerase mu subunit,N/A,N/A,N/A,DNA repair,DNA binding;DNA polymerase activity;DNA-directed DNA polymerase activity;metal ion binding;nucleotidyltransferase activity,nucleus,"DNA polymerase beta-like, N-terminal domain;DNA polymerase beta, thumb domain;DNA polymerase beta, palm domain",PF14716;PF14791;PF14792
CNAG_00605,405,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,554,006..1,555,911(+)",cytoplasmic protein,protein coding gene,CNAG_00605,IPR011032;IPR013149;IPR020843;IPR036291;IPR041694,"GroES-like superfamily;Alcohol dehydrogenase, C-terminal;Polyketide synthase, enoylreductase domain;NAD(P)-binding domain superfamily;Oxidoreductase, N-terminal domain",344,1035,cytoplasmic protein,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A,"Alcohol dehydrogenase, C-terminal;Oxidoreductase, N-terminal domain",PF00107;PF16884
CNAG_05842,406,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,016,508..1,019,621(+)",Cytochrome P450,protein coding gene,CNAG_05842,IPR001128;IPR002401;IPR036396,"Cytochrome P450;Cytochrome P450, E-class, group I;Cytochrome P450 superfamily",580,1743,Cytochrome P450,N/A,N/A,N/A,obsolete oxidation-reduction process,"heme binding;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",integral component of membrane,Cytochrome P450,PF00067
CNAG_04459,407,Cryptococcus neoformans var. grubii H99,"CP003828.1:919,385..920,751(+)",hypothetical protein,protein coding gene,CNAG_04459,N/A,N/A,228,687,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02147,408,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,079,343..1,081,139(+)",cytochrome c peroxidase,protein coding gene,CNAG_02147,IPR002016;IPR002207;IPR010255,Haem peroxidase;Class I peroxidase;Haem peroxidase superfamily,334,1005,cytochrome c peroxidase,N/A,N/A,N/A,obsolete oxidation-reduction process;response to oxidative stress,heme binding;metal ion binding;peroxidase activity,N/A,Haem peroxidase,PF00141
CNAG_01044,409,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,358,139..1,359,935(-)",dihydroceramidase,protein coding gene,CNAG_01044,IPR008901,Alkaline ceramidase,297,894,dihydroceramidase,N/A,N/A,N/A,ceramide metabolic process,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",integral component of membrane,Alkaline ceramidase,PF05875
CNAG_00735,410,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,918,731..1,922,108(-)",aldehyde dehydrogenase family 7 member A1,protein coding gene,CNAG_00735,IPR015590;IPR016161;IPR029510,"Aldehyde dehydrogenase domain;Aldehyde/histidinol dehydrogenase;Aldehyde dehydrogenase, glutamic acid active site",580,1743,aldehyde dehydrogenase family 7 member A1,N/A,N/A,N/A,obsolete oxidation-reduction process,"oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",N/A,Aldehyde dehydrogenase domain,PF00171
CNAG_06690,411,Cryptococcus neoformans var. grubii H99,"CP003826.1:499,191..501,569(+)",hypothetical protein,protein coding gene,CNAG_06690,N/A,N/A,685,2058,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05077,412,Cryptococcus neoformans var. grubii H99,"CP003823.1:373,921..377,547(+)",glycosyl hydrolase,protein coding gene,CNAG_05077,IPR008928;IPR011613,Six-hairpin glycosidase superfamily;GH15-like domain,714,2145,glycosyl hydrolase,N/A,N/A,N/A,N/A,catalytic activity;hydrolase activity,N/A,GH15-like domain,PF00723
CNAG_04518,413,Cryptococcus neoformans var. grubii H99,"CP003828.1:1,067,078..1,069,993(+)",hypothetical protein,protein coding gene,CNAG_04518,IPR007219;IPR013087;IPR036236,"Transcription factor domain, fungi;Zinc finger C2H2-type;Zinc finger C2H2 superfamily",721,2166,hypothetical protein,N/A,N/A,N/A,"transcription, DNA-templated",DNA binding;zinc ion binding,nucleus,"Zinc finger C2H2-type;Transcription factor domain, fungi",PF00096;PF04082
CNAG_01207,414,Cryptococcus neoformans var. grubii H99,"CP003824.1:927,811..930,707(-)",hypothetical protein,protein coding gene,CNAG_01207,IPR025256,Domain of unknown function DUF4203,802,2409,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,Domain of unknown function DUF4203,PF13886
CNAG_07528,415,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,070,491..1,072,131(-)",hypothetical protein,protein coding gene,CNAG_07528,IPR004875,DDE superfamily endonuclease domain,463,1392,hypothetical protein,N/A,N/A,N/A,N/A,DNA binding;nucleic acid binding,N/A,DDE superfamily endonuclease domain,PF03184
CNAG_05290,416,Cryptococcus neoformans var. grubii H99,"CP003823.1:946,183..948,334(-)",transcription initiation protein SPT3,protein coding gene,CNAG_05290,IPR003195;IPR009072,"Transcription initiation factor IID, subunit 13;Histone-fold",412,1239,transcription initiation protein SPT3,N/A,N/A,N/A,transcription by RNA polymerase II,protein heterodimerization activity,nucleus,"Transcription initiation factor IID, subunit 13",PF02269
CNAG_03295,417,Cryptococcus neoformans var. grubii H99,"CP003827.1:589,016..592,921(+)",hypothetical protein,protein coding gene,CNAG_03295,IPR005036,CBM21 (carbohydrate binding type-21) domain,882,2649,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A,CBM21 (carbohydrate binding type-21) domain,PF03370
CNAG_01116,418,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,167,172..1,169,939(+)",beta-ketoacyl reductase,protein coding gene,CNAG_01116,IPR002347;IPR020904;IPR036291,"Short-chain dehydrogenase/reductase SDR;Short-chain dehydrogenase/reductase, conserved site;NAD(P)-binding domain superfamily",264,795,beta-ketoacyl reductase,N/A,N/A,N/A,N/A,oxidoreductase activity,N/A,N/A,PF13561
CNAG_01087,419,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,239,799..1,242,655(+)",hypothetical protein,protein coding gene,CNAG_01087,IPR001841,"Zinc finger, RING-type",659,1980,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PF13920
CNAG_05523,420,Cryptococcus neoformans var. grubii H99,"CP003833.2:545,197..549,479(-)",hypothetical protein,protein coding gene,CNAG_05523,IPR000571;IPR036855,"Zinc finger, CCCH-type;Zinc finger, CCCH-type superfamily",966,2901,hypothetical protein,N/A,N/A,N/A,N/A,metal ion binding,N/A,"Zinc finger, CCCH-type",PF00642
CNAG_06432,421,Cryptococcus neoformans var. grubii H99,"CP003832.1:465,538..467,493(+)",Acetate kinase,protein coding gene,CNAG_06432,IPR000890;IPR004372;IPR023865;IPR043129,"Aliphatic acid kinase, short-chain;Acetate/propionate kinase;Aliphatic acid kinase, short-chain, conserved site;ATPase, nucleotide binding domain",430,1293,Acetate kinase,N/A,N/A,N/A,acetyl-CoA biosynthetic process;organic acid metabolic process;phosphorylation,"ATP binding;acetate kinase activity;kinase activity;magnesium ion binding;phosphotransferase activity, carboxyl group as acceptor",N/A,"Aliphatic acid kinase, short-chain",PF00871
CNAG_01758,422,Cryptococcus neoformans var. grubii H99,"CP003830.1:806,863..809,200(-)",Polygalacturonase,protein coding gene,CNAG_01758,IPR000743;IPR011050,"Glycoside hydrolase, family 28;Pectin lyase fold/virulence factor",479,1440,Polygalacturonase,N/A,N/A,N/A,carbohydrate metabolic process;cell wall organization,polygalacturonase activity,N/A,"Glycoside hydrolase, family 28",PF00295
CNAG_02205,423,Cryptococcus neoformans var. grubii H99,"CP003825.1:920,861..923,123(-)","pH-response regulator protein palC, pH-response regulator protein palC, variant",protein coding gene,CNAG_02205,IPR004328;IPR037505,BRO1 domain;pH-response regulator protein palC,371,1116,"pH-response regulator protein palC, variant",N/A,N/A,N/A,cellular response to pH,N/A,N/A,BRO1 domain,PF03097
CNAG_01448,424,Cryptococcus neoformans var. grubii H99,"CP003824.1:286,747..290,119(-)",hypothetical protein,protein coding gene,CNAG_01448,N/A,N/A,844,2535,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00178,425,Cryptococcus neoformans var. grubii H99,"CP003820.1:480,787..485,494(-)",DNA repair protein REV1,protein coding gene,CNAG_00178,IPR001126;IPR001357;IPR017961;IPR025527;IPR031991;IPR036420;IPR036775;IPR043502,"UmuC domain;BRCT domain;DNA polymerase, Y-family, little finger domain;HUWE1/Rev1, ubiquitin binding region;DNA repair protein Rev1, C-terminal;BRCT domain superfamily;DNA polymerase, Y-family, little finger domain superfamily;DNA/RNA polymerase superfamily",1254,3765,DNA repair protein REV1,N/A,N/A,N/A,DNA biosynthetic process;DNA repair,damaged DNA binding,nucleus,"UmuC domain;DNA polymerase, Y-family, little finger domain;HUWE1/Rev1, ubiquitin binding region;BRCT domain;DNA repair protein Rev1, C-terminal",PF00817;PF11799;PF14377;PF16589;PF16727
CNAG_02967,426,Cryptococcus neoformans var. grubii H99,"CP003822.1:319,514..321,011(-)",hypothetical protein,protein coding gene,CNAG_02967,IPR013857;IPR039131,"NADH:ubiquinone oxidoreductase intermediate-associated protein 30;Complex I intermediate-associated protein 30, mitochondrial",291,876,hypothetical protein,N/A,N/A,N/A,mitochondrial respiratory chain complex I assembly,N/A,N/A,NADH:ubiquinone oxidoreductase intermediate-associated protein 30,PF08547
CNAG_01234,427,Cryptococcus neoformans var. grubii H99,"CP003824.1:854,422..858,813(+)",spore wall assembly-associated protein,protein coding gene,CNAG_01234,IPR001849;IPR039486;IPR040345,"Pleckstrin homology domain;Mug56/Spo71, PH domain;Mug56/Spo71",1075,3228,spore wall assembly-associated protein,N/A,N/A,N/A,N/A,N/A,N/A,"Mug56/Spo71, PH domain",PF15404
CNAG_06232,428,Cryptococcus neoformans var. grubii H99,"CP003831.1:693,481..695,639(-)","transcription factor C subunit 7, transcription factor C subunit 7, variant",protein coding gene,CNAG_06232,IPR013078;IPR029033,"Histidine phosphatase superfamily, clade-1;Histidine phosphatase superfamily",353,1062,"transcription factor C subunit 7, variant",N/A,N/A,N/A,N/A,N/A,N/A,"Histidine phosphatase superfamily, clade-1",PF00300
CNAG_00476,429,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,226,207..1,228,112(+)",hypothetical protein,protein coding gene,CNAG_00476,N/A,N/A,539,1620,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,N/A,N/A
CNAG_07312,430,Cryptococcus neoformans var. grubii H99,"CP003820.1:309,174..312,058(+)",hypothetical protein,protein coding gene,CNAG_07312,IPR040841,Protein of unknown function DUF5519,739,2220,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,Protein of unknown function DUF5519,PF17648
CNAG_07421,431,Cryptococcus neoformans var. grubii H99,"CP003824.1:440,222..442,008(-)",hypothetical protein,protein coding gene,CNAG_07421,N/A,N/A,312,939,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04944,432,Cryptococcus neoformans var. grubii H99,"CP003823.1:45,187..48,021(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_04944,IPR008928;IPR010905,"Six-hairpin glycosidase superfamily;Glycosyl hydrolase, family 88",422,1269,"hypothetical protein, variant",N/A,N/A,N/A,N/A,catalytic activity,N/A,"Glycosyl hydrolase, family 88",PF07470
