gene	geneName	log2FC_30	padj_30	log2FC_37	padj_37	log2FC_EGTA	padj_EGTA	total	Gene ID	Input Order	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	Interpro ID	Interpro Description	Protein Length	CDS Length	Transcript Product Description	Curated GO Processes	Curated GO Functions	Curated GO Components	Computed GO Processes	Computed GO Functions	Computed GO Components	PFam Description	PFam ID	Gene Name or Symbol
CNAG_04611	UBC8	-1.108	7.725e-6	-1.239	2.473e-14	-1.623	1.071e-15	-3.97	CNAG_04611	280	Cryptococcus neoformans var. grubii H99	"CP003829.1:888,298..889,859(+)"	ubiquitin-conjugating enzyme E2 H	protein coding gene	CNAG_04611	IPR000608;IPR016135;IPR023313	"Ubiquitin-conjugating enzyme E2;Ubiquitin-conjugating enzyme/RWD-like;Ubiquitin-conjugating enzyme, active site"	245	738	ubiquitin-conjugating enzyme E2 H	N/A	N/A	N/A	N/A	ATP binding;transferase activity	N/A	Ubiquitin-conjugating enzyme E2	PF00179	UBC8
CNAG_06918	NA	-1.666	5.07e-7	-1.139	3.014e-4	-1.144	4.124e-5	-3.949	CNAG_06918	281	Cryptococcus neoformans var. grubii H99	"CP003822.1:1,510,261..1,512,761(+)"	hypothetical protein	protein coding gene	CNAG_06918	IPR002659	"Glycosyl transferase, family 31"	448	1347	hypothetical protein	N/A	N/A	N/A	protein glycosylation	glycosyltransferase activity	Golgi membrane;integral component of membrane;membrane	N/A	N/A	N/A
CNAG_05982	NA	-1.382	7.127e-6	-1.365	1.208e-8	-1.192	7.941e-9	-3.939	CNAG_05982	282	Cryptococcus neoformans var. grubii H99	"CP003826.1:1,394,720..1,397,099(+)"	"MFS transporter, SP family, general alpha glucoside:H symporter"	protein coding gene	CNAG_05982	IPR003663;IPR005828;IPR005829;IPR036259	"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily"	538	1617	"MFS transporter, SP family, general alpha glucoside:H symporter"	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane;membrane	"Major facilitator,  sugar transporter-like"	PF00083	N/A
CNAG_04576	NA	-1.391	1.712e-6	-1.206	7.153e-11	-1.32	6.695e-11	-3.917	CNAG_04576	283	Cryptococcus neoformans var. grubii H99	"CP003829.1:989,006..990,914(-)"	hypothetical protein	protein coding gene	CNAG_04576	N/A	N/A	227	684	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_02966	NA	-1.307	2.598e-4	-1.421	1.15e-7	-1.188	1.846e-7	-3.916	CNAG_02966	284	Cryptococcus neoformans var. grubii H99	"CP003822.1:321,112..323,935(-)"	carboxypeptidase	protein coding gene	CNAG_02966	IPR001563;IPR018202;IPR029058;IPR033124	"Peptidase S10, serine carboxypeptidase;Serine carboxypeptidase, serine active site;Alpha/Beta hydrolase fold;Serine carboxypeptidases, histidine active site"	541	1626	carboxypeptidase	N/A	N/A	extracellular region	proteolysis	serine-type carboxypeptidase activity	N/A	"Peptidase S10, serine carboxypeptidase"	PF00450	N/A
CNAG_01795	NA	-1.524	5.108e-9	-1.277	1.982e-14	-1.103	3.007e-10	-3.904	CNAG_01795	285	Cryptococcus neoformans var. grubii H99	"CP003830.1:949,574..953,342(-)"	hypothetical protein	protein coding gene	CNAG_01795	N/A	N/A	980	2943	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_02114	NA	-1.398	3.815e-19	-1.225	1.736e-25	-1.274	5.948e-24	-3.897	CNAG_02114	286	Cryptococcus neoformans var. grubii H99	"CP003825.1:1,151,553..1,154,335(+)"	hypothetical protein	protein coding gene	CNAG_02114	IPR009571	"Membrane protein SUR7/Rim9-like, fungi"	637	1914	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane;plasma membrane	"Membrane protein SUR7/Rim9-like, fungi"	PF06687	N/A
CNAG_00568	NA	-1.129	0.002342	-1.362	5.941e-6	-1.368	1.755e-5	-3.859	CNAG_00568	287	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,464,721..1,466,530(-)"	hypothetical protein	protein coding gene	CNAG_00568	N/A	N/A	295	888	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_03135	NA	-1.608	1.776e-11	-1.03	2.225e-10	-1.203	6.687e-11	-3.841	CNAG_03135	288	Cryptococcus neoformans var. grubii H99	"CP003827.1:151,185..154,332(+)"	hypothetical protein	protein coding gene	CNAG_03135	IPR008521	Magnesium transporter NIPA	730	2193	hypothetical protein	cellular response to heat;cellular response to salt stress	N/A	N/A	magnesium ion transport	magnesium ion transmembrane transporter activity	integral component of membrane	Magnesium transporter NIPA	PF05653	N/A
CNAG_03858	NA	-1.453	1.006e-13	-1.236	7.150000000000001e-21	-1.131	5.608e-19	-3.82	CNAG_03858	289	Cryptococcus neoformans var. grubii H99	"CP003821.1:1,024,826..1,026,443(-)"	hypothetical protein	protein coding gene	CNAG_03858	N/A	N/A	306	921	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_04816	NA	-1.268	7.079e-9	-1.376	6.03e-20	-1.167	1.523e-19	-3.811	CNAG_04816	290	Cryptococcus neoformans var. grubii H99	"CP003829.1:319,005..320,103(-)"	hypothetical protein	protein coding gene	CNAG_04816	IPR029071;IPR039540;IPR040015	"Ubiquitin-like domain superfamily;UBL3-like, ubiquitin domain;UBL3-like"	159	480	hypothetical protein	N/A	N/A	N/A	N/A	N/A	membrane	"UBL3-like, ubiquitin domain"	PF13881	N/A
CNAG_07583	NA	-1.291	4.028e-4	-1.109	1.245e-5	-1.403	2.693e-12	-3.803	CNAG_07583	291	Cryptococcus neoformans var. grubii H99	"CP003822.1:1,558,676..1,561,679(-)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_07583	IPR001138;IPR007219;IPR036864	"Zn(2)-C6 fungal-type DNA-binding domain;Transcription factor domain, fungi;Zn(2)-C6 fungal-type DNA-binding domain superfamily"	794	2385	hypothetical protein	N/A	N/A	N/A	"regulation of transcription, DNA-templated;transcription, DNA-templated"	"DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding"	host cell nucleus;nucleus	Zn(2)-C6 fungal-type DNA-binding domain	PF00172	N/A
CNAG_07691	NA	-1.381	4.499e-5	-1.099	2.98e-5	-1.314	8.471e-8	-3.794	CNAG_07691	292	Cryptococcus neoformans var. grubii H99	"CP003826.1:1,304,654..1,306,350(-)"	hypothetical protein	protein coding gene	CNAG_07691	N/A	N/A	161	486	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_06722	NA	-1.47	5.15e-4	-1.125	1.292e-5	-1.179	4.908e-5	-3.774	CNAG_06722	293	Cryptococcus neoformans var. grubii H99	"CP003821.1:229,283..231,019(+)"	hypothetical protein	protein coding gene	CNAG_06722	IPR036047;IPR036322	F-box-like domain superfamily;WD40-repeat-containing domain superfamily	520	1563	hypothetical protein	N/A	N/A	N/A	N/A	protein binding	N/A	N/A	N/A	N/A
CNAG_06791	NA	-1.456	9.768e-8	-1.04	1.504e-11	-1.271	2.212e-13	-3.767	CNAG_06791	294	Cryptococcus neoformans var. grubii H99	"CP003821.1:28,441..31,163(-)"	hypothetical protein	protein coding gene	CNAG_06791	IPR013920	"Protein of unknown function DUF1774, fungi"	313	942	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_07555	NA	-1.091	5.762e-4	-1.268	5.251e-9	-1.379	2.051e-10	-3.738	CNAG_07555	295	Cryptococcus neoformans var. grubii H99	"CP003822.1:1,197,365..1,200,805(+)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_07555	N/A	N/A	540	1623	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_00871	CLR3	-1.011	0.03661	-1.024	6.131e-4	-1.683	1.845e-18	-3.718	CNAG_00871	296	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,766,706..1,770,301(+)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_00871	IPR004827	Basic-leucine zipper domain	493	1482	hypothetical protein	capsule organization;negative regulation of capsule organization;response to tert-butyl hydroperoxide	N/A	N/A	"regulation of transcription, DNA-templated"	DNA-binding transcription factor activity	N/A	Basic-leucine zipper domain	PF00170	CLR3
CNAG_07981	NA	-1.282	9.559e-9	-1.322	1.103e-16	-1.111	2.302e-9	-3.715	CNAG_07981	297	Cryptococcus neoformans var. grubii H99	"CP003824.1:843,666..844,265(+)"	hypothetical protein	protein coding gene	CNAG_07981	N/A	N/A	137	414	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_04750	NA	-1.204	2.514e-4	-1.214	1e-6	-1.297	1.029e-8	-3.715	CNAG_04750	298	Cryptococcus neoformans var. grubii H99	"CP003829.1:508,195..509,701(+)"	hypothetical protein	protein coding gene	CNAG_04750	IPR024624	"Pyridoxamine 5'-phosphate oxidase, Alr4036 family, FMN-binding domain"	232	699	hypothetical protein	N/A	N/A	N/A	N/A	FMN binding	N/A	"Pyridoxamine 5'-phosphate oxidase, Alr4036 family, FMN-binding domain"	PF12766	N/A
CNAG_05066	NA	-1.068	0.01242	-1.201	1.121e-5	-1.435	1.251e-8	-3.704	CNAG_05066	299	Cryptococcus neoformans var. grubii H99	"CP003823.1:341,103..343,002(-)"	hypothetical protein	protein coding gene	CNAG_05066	IPR004827	Basic-leucine zipper domain	242	729	hypothetical protein	N/A	N/A	N/A	"regulation of transcription, DNA-templated"	DNA-binding transcription factor activity	N/A	N/A	N/A	N/A
CNAG_04741	NA	-1.262	1.084e-12	-1.188	4.288e-22	-1.183	7.483e-13	-3.633	CNAG_04741	300	Cryptococcus neoformans var. grubii H99	"CP003829.1:525,945..528,916(+)"	endosome protein	protein coding gene	CNAG_04741	IPR003877;IPR013320;IPR035780	"SPRY domain;Concanavalin A-like lectin/glucanase domain superfamily;Ssh4-like, SPRY domain"	663	1992	endosome protein	N/A	N/A	N/A	N/A	protein binding	integral component of membrane	SPRY domain	PF00622	N/A
CNAG_04695	NA	-1.129	0.002465	-1.041	9.749e-4	-1.451	5.593e-9	-3.621	CNAG_04695	301	Cryptococcus neoformans var. grubii H99	"CP003829.1:675,813..677,132(-)"	hypothetical protein	protein coding gene	CNAG_04695	N/A	N/A	84	255	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_04736	NA	-1.047	4.197e-4	-1.275	3.486e-12	-1.23	7.125e-9	-3.552	CNAG_04736	302	Cryptococcus neoformans var. grubii H99	"CP003829.1:541,812..543,862(-)"	hypothetical protein	protein coding gene	CNAG_04736	N/A	N/A	378	1137	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_02497	NA	-1.137	0.04517	-1.035	0.004363	-1.332	5.825e-5	-3.504	CNAG_02497	303	Cryptococcus neoformans var. grubii H99	"CP003825.1:157,846..160,643(-)"	"thaumatin family protein, variant, thaumatin family protein"	protein coding gene	CNAG_02497	IPR001938;IPR037176	Thaumatin family;Osmotin/thaumatin-like superfamily	568	1707	"thaumatin family protein, variant"	N/A	N/A	N/A	N/A	N/A	N/A	Thaumatin family	PF00314	N/A
CNAG_07482	NA	-1.005	0.004805	-1.012	1.14e-5	-1.451	3.319e-9	-3.468	CNAG_07482	304	Cryptococcus neoformans var. grubii H99	"CP003821.1:1,072,097..1,074,965(-)"	SCF-associated factor 1	protein coding gene	CNAG_07482	IPR001810;IPR009091;IPR036047	F-box domain;Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II;F-box-like domain superfamily	751	2256	SCF-associated factor 1	N/A	N/A	N/A	N/A	protein binding	N/A	F-box domain	PF00646;PF13540	N/A
CNAG_03992	NA	-1.001	2.976e-7	-1.46	1.812e-21	-1.002	7.235e-10	-3.463	CNAG_03992	305	Cryptococcus neoformans var. grubii H99	"CP003821.1:1,349,267..1,352,128(+)"	"GTP-binding protein 1, GTP-binding protein 1, variant"	protein coding gene	CNAG_03992	IPR000795;IPR027417;IPR035531;IPR039263	"Transcription factor, GTP-binding domain;P-loop containing nucleoside triphosphate hydrolase;GTP binding protein 1-like, GTP-binding domain;GTP-binding protein 1"	473	1422	GTP-binding protein 1	N/A	N/A	N/A	N/A	GTP binding;GTPase activity	N/A	"Transcription factor, GTP-binding domain"	PF00009	N/A
CNAG_05971	NA	-1.028	0.01125	-1.329	4.552e-8	-1.018	3.556e-5	-3.375	CNAG_05971	306	Cryptococcus neoformans var. grubii H99	"CP003826.1:1,362,350..1,362,793(-)"	hypothetical protein	protein coding gene	CNAG_05971	N/A	N/A	50	153	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_06460	NA	-1.126	7.048e-11	-1.041	1.6299999999999997e-23	-1.206	8.855e-23	-3.373	CNAG_06460	307	Cryptococcus neoformans var. grubii H99	"CP003832.1:538,423..540,623(+)"	hypothetical protein	protein coding gene	CNAG_06460	N/A	N/A	531	1596	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_03806	NA	-1.079	1.739e-10	-1.084	1.862e-14	-1.143	2.34e-18	-3.306	CNAG_03806	308	Cryptococcus neoformans var. grubii H99	"CP003821.1:895,064..896,939(-)"	"acyltransferase, variant, acyltransferase"	protein coding gene	CNAG_03806	IPR002123	Phospholipid/glycerol acyltransferase	300	903	"acyltransferase, variant"	N/A	N/A	N/A	N/A	acyltransferase activity	integral component of membrane	Phospholipid/glycerol acyltransferase	PF01553	N/A
