Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_06835,451,Cryptococcus neoformans var. grubii H99,"CP003824.1:119,315..122,600(+)",glucosidase,protein coding gene,CNAG_06835,IPR005629;IPR013320,"Beta-glucan synthesis-associated, Skn1;Concanavalin A-like lectin/glucanase domain superfamily",588,1767,glucosidase,cellular response to heat;cellular response to salt stress,N/A,N/A,(1->6)-beta-D-glucan biosynthetic process;carbohydrate metabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds",integral component of membrane
CNAG_02586,452,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,297,827..1,300,448(+)",Sugar transporter,protein coding gene,CNAG_02586,IPR005828;IPR005829;IPR036259,"Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",535,1608,Sugar transporter,N/A,N/A,N/A,carbohydrate transport;transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_01525,453,Cryptococcus neoformans var. grubii H99,"CP003830.1:180,522..183,247(+)",hypothetical protein,protein coding gene,CNAG_01525,N/A,N/A,319,960,hypothetical protein,cellular response to heat,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_01816,454,Cryptococcus neoformans var. grubii H99,"CP003830.1:993,455..996,304(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_01816,N/A,N/A,283,852,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00696,455,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,811,843..1,816,958(+)",alpha-mannosidase,protein coding gene,CNAG_00696,IPR000602;IPR011013;IPR011330;IPR011682;IPR015341;IPR028995;IPR041147,"Glycoside hydrolase family 38, N-terminal domain;Galactose mutarotase-like domain superfamily;Glycoside hydrolase/deacetylase, beta/alpha-barrel;Glycosyl hydrolase family 38, C-terminal;Glycoside hydrolase family 38, central domain;Glycoside hydrolase families 57/38, central domain superfamily;Glycosyl hydrolases family 38, C-terminal beta sandwich domain",1147,3444,alpha-mannosidase,N/A,N/A,N/A,carbohydrate metabolic process;mannose metabolic process,alpha-mannosidase activity;carbohydrate binding;catalytic activity;metal ion binding,N/A
CNAG_05515,456,Cryptococcus neoformans var. grubii H99,"CP003833.2:519,048..522,520(+)",hypothetical protein,protein coding gene,CNAG_05515,IPR029063,S-adenosyl-L-methionine-dependent methyltransferase,859,2580,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01154,457,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,060,415..1,062,123(-)",hypothetical protein,protein coding gene,CNAG_01154,N/A,N/A,174,525,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05924,458,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,228,223..1,230,848(-)",hypothetical protein,protein coding gene,CNAG_05924,IPR001938;IPR037176,Thaumatin family;Osmotin/thaumatin-like superfamily,436,1311,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00816,459,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,163,448..2,164,950(-)",microtubule binding protein,protein coding gene,CNAG_00816,IPR004241;IPR029071,Autophagy protein Atg8 ubiquitin-like;Ubiquitin-like domain superfamily,126,381,microtubule binding protein,N/A,N/A,N/A,autophagy,N/A,autophagosome membrane;cytoplasmic vesicle
CNAG_02114,460,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,151,553..1,154,335(+)",hypothetical protein,protein coding gene,CNAG_02114,IPR009571,"Membrane protein SUR7/Rim9-like, fungi",637,1914,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane;plasma membrane
CNAG_06508,461,Cryptococcus neoformans var. grubii H99,"CP003832.1:700,295..706,972(+)","1,3-beta-glucan synthase component FKS1",protein coding gene,CNAG_06508,IPR003440;IPR026899,"Glycosyl transferase, family 48;1,3-beta-glucan synthase subunit FKS1-like, domain-1",1799,5400,"1,3-beta-glucan synthase component FKS1",N/A,N/A,N/A,(1->3)-beta-D-glucan biosynthetic process;cell wall organization;regulation of cell shape,"1,3-beta-D-glucan synthase activity","1,3-beta-D-glucan synthase complex;integral component of membrane;membrane"
CNAG_03043,462,Cryptococcus neoformans var. grubii H99,"CP003822.1:133,381..134,895(+)","hypothetical protein, variant 2, hypothetical protein, variant 1, hypothetical protein",protein coding gene,CNAG_03043,N/A,N/A,116,351,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04576,463,Cryptococcus neoformans var. grubii H99,"CP003829.1:989,006..990,914(-)",hypothetical protein,protein coding gene,CNAG_04576,N/A,N/A,227,684,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02164,464,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,034,751..1,038,895(+)",hypothetical protein,protein coding gene,CNAG_02164,IPR000433;IPR032350,"Zinc finger, ZZ-type;Next to BRCA1, central domain",1107,3324,hypothetical protein,N/A,N/A,N/A,N/A,zinc ion binding,N/A
CNAG_01473,465,Cryptococcus neoformans var. grubii H99,"CP003830.1:47,591..50,952(-)",hypothetical protein,protein coding gene,CNAG_01473,N/A,N/A,852,2559,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02514,466,Cryptococcus neoformans var. grubii H99,"CP003825.1:117,392..118,855(+)",hypothetical protein,protein coding gene,CNAG_02514,IPR018392,LysM domain,411,1236,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00651,467,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,694,281..1,698,044(-)","ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein",protein coding gene,CNAG_00651,IPR003439;IPR003593;IPR011527;IPR017871;IPR027417,"ABC transporter-like;AAA+ ATPase domain;ABC transporter type 1, transmembrane domain;ABC transporter, conserved site;P-loop containing nucleoside triphosphate hydrolase",854,2565,"ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein",N/A,N/A,N/A,transmembrane transport,ATP binding;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity,integral component of membrane
CNAG_05803,468,Cryptococcus neoformans var. grubii H99,"CP003826.1:915,847..919,311(-)","exo-beta-1,3-glucanase",protein coding gene,CNAG_05803,IPR001547;IPR017853,"Glycoside hydrolase, family 5;Glycoside hydrolase superfamily",797,2394,"exo-beta-1,3-glucanase",cellular response to heat,N/A,N/A,carbohydrate metabolic process,"hydrolase activity, hydrolyzing O-glycosyl compounds",integral component of membrane
CNAG_00663,469,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,720,443..1,722,667(+)",hypothetical protein,protein coding gene,CNAG_00663,IPR006616;IPR024518;IPR036573,DM9 repeat;Domain of unknown function DUF3421;Carbohydrate-binding module superfamily 5/12,380,1143,hypothetical protein,cellular response to heat,N/A,N/A,carbohydrate metabolic process,"carbohydrate binding;hydrolase activity, hydrolyzing O-glycosyl compounds",extracellular region
CNAG_00177,470,Cryptococcus neoformans var. grubii H99,"CP003820.1:478,857..481,114(+)",hypothetical protein,protein coding gene,CNAG_00177,N/A,N/A,530,1593,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01207,471,Cryptococcus neoformans var. grubii H99,"CP003824.1:927,811..930,707(-)",hypothetical protein,protein coding gene,CNAG_01207,IPR025256,Domain of unknown function DUF4203,802,2409,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06099,472,Cryptococcus neoformans var. grubii H99,"CP003831.1:303,632..305,063(+)",hypothetical protein,protein coding gene,CNAG_06099,N/A,N/A,222,669,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02815,473,Cryptococcus neoformans var. grubii H99,"CP003822.1:706,821..709,589(-)",glycerol-3-phosphate dehydrogenase,protein coding gene,CNAG_02815,IPR000447;IPR006076;IPR031656;IPR036188,"FAD-dependent glycerol-3-phosphate dehydrogenase;FAD dependent oxidoreductase;Alpha-glycerophosphate oxidase, C-terminal;FAD/NAD(P)-binding domain superfamily",668,2007,glycerol-3-phosphate dehydrogenase,N/A,N/A,N/A,glycerol-3-phosphate metabolic process;obsolete oxidation-reduction process,glycerol-3-phosphate dehydrogenase (quinone) activity;oxidoreductase activity;sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity,glycerol-3-phosphate dehydrogenase complex
CNAG_07862,474,Cryptococcus neoformans var. grubii H99,"CP003829.1:997,034..1,000,276(+)",fumarate reductase,protein coding gene,CNAG_07862,IPR001199;IPR003953;IPR010960;IPR018506;IPR027477;IPR036188;IPR036400,"Cytochrome b5-like heme/steroid binding domain;FAD-dependent oxidoreductase 2, FAD binding domain;Flavocytochrome c;Cytochrome b5, heme-binding site;Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily;FAD/NAD(P)-binding domain superfamily;Cytochrome b5-like heme/steroid binding domain superfamily",637,1914,fumarate reductase,N/A,N/A,N/A,obsolete oxidation-reduction process,heme binding;metal ion binding;succinate dehydrogenase activity,N/A
CNAG_03328,475,Cryptococcus neoformans var. grubii H99,"CP003827.1:660,348..662,563(-)",hypothetical protein,protein coding gene,CNAG_03328,N/A,N/A,444,1335,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_05982,476,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,394,720..1,397,099(+)","MFS transporter, SP family, general alpha glucoside:H symporter",protein coding gene,CNAG_05982,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",538,1617,"MFS transporter, SP family, general alpha glucoside:H symporter",N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_07691,477,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,304,654..1,306,350(-)",hypothetical protein,protein coding gene,CNAG_07691,N/A,N/A,161,486,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04564,478,Cryptococcus neoformans var. grubii H99,"CP003829.1:1,024,451..1,026,281(-)",phytanoyl-CoA dioxygenase,protein coding gene,CNAG_04564,IPR008775,Phytanoyl-CoA dioxygenase,327,984,phytanoyl-CoA dioxygenase,N/A,N/A,N/A,N/A,dioxygenase activity,N/A
CNAG_06628,479,Cryptococcus neoformans var. grubii H99,"CP003826.1:319,104..321,414(-)",aldehyde dehydrogenase (NAD),protein coding gene,CNAG_06628,IPR015590;IPR016160;IPR016161;IPR029510,"Aldehyde dehydrogenase domain;Aldehyde dehydrogenase, cysteine active site;Aldehyde/histidinol dehydrogenase;Aldehyde dehydrogenase, glutamic acid active site",506,1521,aldehyde dehydrogenase (NAD),N/A,N/A,N/A,obsolete oxidation-reduction process,"oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",N/A
CNAG_03176,480,Cryptococcus neoformans var. grubii H99,"CP003827.1:256,829..259,172(-)",endoplasmic oxidoreductin 1,protein coding gene,CNAG_03176,IPR007266;IPR037192,Endoplasmic reticulum oxidoreductin 1;ERO1-like superfamily,578,1737,endoplasmic oxidoreductin 1,N/A,N/A,N/A,obsolete oxidation-reduction process,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor;protein disulfide isomerase activity",endoplasmic reticulum;endoplasmic reticulum membrane
CNAG_04616,481,Cryptococcus neoformans var. grubii H99,"CP003829.1:874,103..877,542(-)",hypothetical protein,protein coding gene,CNAG_04616,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,546,1641,hypothetical protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_04857,482,Cryptococcus neoformans var. grubii H99,"CP003829.1:196,927..199,433(-)",hypothetical protein,protein coding gene,CNAG_04857,N/A,N/A,534,1605,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06119,483,Cryptococcus neoformans var. grubii H99,"CP003831.1:362,838..365,291(-)",spermine transporter,protein coding gene,CNAG_06119,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,547,1644,spermine transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_05077,484,Cryptococcus neoformans var. grubii H99,"CP003823.1:373,921..377,547(+)",glycosyl hydrolase,protein coding gene,CNAG_05077,IPR008928;IPR011613,Six-hairpin glycosidase superfamily;GH15-like domain,714,2145,glycosyl hydrolase,N/A,N/A,N/A,N/A,catalytic activity;hydrolase activity,N/A
CNAG_04934,485,Cryptococcus neoformans var. grubii H99,"CP003823.1:15,499..17,277(-)",hypothetical protein,protein coding gene,CNAG_04934,IPR008030;IPR036291,NmrA-like domain;NAD(P)-binding domain superfamily,288,867,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06349,486,Cryptococcus neoformans var. grubii H99,"CP003832.1:267,117..269,112(+)",hypothetical protein,protein coding gene,CNAG_06349,N/A,N/A,364,1095,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07728,487,Cryptococcus neoformans var. grubii H99,"CP003827.1:847,527..848,074(+)","solute carrier family 39 (zinc transporter), member 1/2/3",protein coding gene,CNAG_07728,N/A,N/A,113,342,"solute carrier family 39 (zinc transporter), member 1/2/3",N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00359,488,Cryptococcus neoformans var. grubii H99,"CP003820.1:911,900..913,360(-)",hypothetical protein,protein coding gene,CNAG_00359,N/A,N/A,351,1056,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04209,489,Cryptococcus neoformans var. grubii H99,"CP003828.1:297,199..299,347(+)",voltage-gated potassium channel protein beta-2 subunit,protein coding gene,CNAG_04209,IPR005399;IPR023210;IPR036812,"Potassium channel, voltage-dependent, beta subunit, KCNAB-related;NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily",355,1068,voltage-gated potassium channel protein beta-2 subunit,N/A,N/A,N/A,potassium ion transport;regulation of ion transmembrane transport,voltage-gated ion channel activity,N/A
CNAG_04521,490,Cryptococcus neoformans var. grubii H99,"CP003828.1:1,076,374..1,078,599(-)",oxidoreductase,protein coding gene,CNAG_04521,IPR023753;IPR036188,FAD/NAD(P)-binding domain;FAD/NAD(P)-binding domain superfamily,430,1293,oxidoreductase,mating;response to drug;response to oxidative stress,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,integral component of membrane
CNAG_02516,491,Cryptococcus neoformans var. grubii H99,"CP003825.1:112,370..115,454(+)","hypothetical protein, variant 1, hypothetical protein, variant 2, hypothetical protein",protein coding gene,CNAG_02516,IPR011598;IPR036638,"Myc-type, basic helix-loop-helix (bHLH) domain;Helix-loop-helix DNA-binding domain superfamily",616,1851,hypothetical protein,N/A,N/A,N/A,N/A,protein dimerization activity,N/A
CNAG_06237,492,Cryptococcus neoformans var. grubii H99,"CP003831.1:702,803..704,323(+)",YeeE/YedE family protein,protein coding gene,CNAG_06237,IPR007272,Sulphur transport domain,348,1047,YeeE/YedE family protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane;plasma membrane
CNAG_02192,493,Cryptococcus neoformans var. grubii H99,"CP003825.1:946,741..948,461(-)",hypothetical protein,protein coding gene,CNAG_02192,N/A,N/A,285,858,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05260,494,Cryptococcus neoformans var. grubii H99,"CP003823.1:869,276..872,127(+)",Glutamate decarboxylase,protein coding gene,CNAG_05260,IPR002129;IPR010107;IPR015424,Pyridoxal phosphate-dependent decarboxylase;Glutamate decarboxylase;Pyridoxal phosphate-dependent transferase,557,1674,Glutamate decarboxylase,N/A,N/A,N/A,carboxylic acid metabolic process;glutamate metabolic process,carboxy-lyase activity;catalytic activity;glutamate decarboxylase activity;pyridoxal phosphate binding,N/A
CNAG_05582,495,Cryptococcus neoformans var. grubii H99,"CP003833.2:694,237..695,605(-)",hypothetical protein,protein coding gene,CNAG_05582,N/A,N/A,338,1017,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05479,496,Cryptococcus neoformans var. grubii H99,"CP003833.2:420,041..424,511(+)","Fungal specific transcription factor, putative",protein coding gene,CNAG_05479,IPR001138;IPR007219;IPR036864,"Zn(2)-C6 fungal-type DNA-binding domain;Transcription factor domain, fungi;Zn(2)-C6 fungal-type DNA-binding domain superfamily",953,2862,"Fungal specific transcription factor, putative",filamentous growth,N/A,N/A,"regulation of transcription, DNA-templated;transcription, DNA-templated","DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus;nucleus
CNAG_06559,497,Cryptococcus neoformans var. grubii H99,"CP003826.1:113,233..114,672(-)",cysteine and glycine-rich protein,protein coding gene,CNAG_06559,IPR001781,"Zinc finger, LIM-type",254,765,cysteine and glycine-rich protein,N/A,N/A,N/A,N/A,metal ion binding,N/A
CNAG_05333,498,Cryptococcus neoformans var. grubii H99,"CP003833.2:2,529..5,578(+)",hypothetical protein,protein coding gene,CNAG_05333,IPR001138;IPR007219;IPR036864,"Zn(2)-C6 fungal-type DNA-binding domain;Transcription factor domain, fungi;Zn(2)-C6 fungal-type DNA-binding domain superfamily",617,1854,hypothetical protein,N/A,N/A,N/A,"regulation of transcription, DNA-templated;transcription, DNA-templated","DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus;nucleus
CNAG_06463,499,Cryptococcus neoformans var. grubii H99,"CP003832.1:546,640..547,753(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_06463,N/A,N/A,218,657,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03110,500,Cryptococcus neoformans var. grubii H99,"CP003827.1:72,689..76,722(+)",hypothetical protein,protein coding gene,CNAG_03110,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,963,2892,hypothetical protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_06674,501,Cryptococcus neoformans var. grubii H99,"CP003826.1:441,921..446,877(-)",hypothetical protein,protein coding gene,CNAG_06674,IPR000219;IPR035899,Dbl homology (DH) domain;Dbl homology (DH) domain superfamily,1378,4137,hypothetical protein,N/A,N/A,N/A,N/A,guanyl-nucleotide exchange factor activity,N/A
