Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_05431,384,Cryptococcus neoformans var. grubii H99,"CP003833.2:294,894..298,289(-)",pH-response transcription factor pacC/RIM101,protein coding gene,CNAG_05431,IPR013087;IPR036236,Zinc finger C2H2-type;Zinc finger C2H2 superfamily,916,2751,pH-response transcription factor pacC/RIM101,capsule organization;cell wall organization;chitin localization;hyperosmotic response;induction by symbiont of host immune response;melanin biosynthetic process;regulation of urease activity;response to alkaline pH;response to hydrogen peroxide;response to iron ion starvation;response to lithium ion,N/A,N/A,N/A,N/A,N/A
CNAG_05279,385,Cryptococcus neoformans var. grubii H99,"CP003823.1:919,065..920,637(+)",hypothetical protein,protein coding gene,CNAG_05279,N/A,N/A,267,804,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07638,386,Cryptococcus neoformans var. grubii H99,"CP003825.1:719,475..721,550(-)",hypothetical protein,protein coding gene,CNAG_07638,IPR017946,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily",359,1080,hypothetical protein,N/A,N/A,N/A,lipid metabolic process,phosphoric diester hydrolase activity,N/A
CNAG_04186,387,Cryptococcus neoformans var. grubii H99,"CP003828.1:233,960..235,219(-)",hypothetical protein,protein coding gene,CNAG_04186,N/A,N/A,202,609,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_00668,388,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,737,225..1,739,867(-)",hypothetical protein,protein coding gene,CNAG_00668,N/A,N/A,408,1227,hypothetical protein,cellular response to salt stress,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03974,389,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,309,927..1,311,605(+)",hypothetical protein,protein coding gene,CNAG_03974,IPR008030;IPR036291,NmrA-like domain;NAD(P)-binding domain superfamily,309,930,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05263,390,Cryptococcus neoformans var. grubii H99,"CP003823.1:878,170..880,085(-)",hypothetical protein,protein coding gene,CNAG_05263,IPR041373;IPR043502,"Reverse transcriptase, RNase H-like domain;DNA/RNA polymerase superfamily",127,384,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07663,391,Cryptococcus neoformans var. grubii H99,"CP003826.1:293,176..294,279(+)",hypothetical protein,protein coding gene,CNAG_07663,N/A,N/A,227,684,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05544,392,Cryptococcus neoformans var. grubii H99,"CP003833.2:607,657..608,577(+)",hypothetical protein,protein coding gene,CNAG_05544,N/A,N/A,172,519,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02590,393,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,283,650..1,286,252(-)",3-hydroxyisobutyrate dehydrogenase,protein coding gene,CNAG_02590,IPR006115;IPR008927;IPR029154;IPR036291,"6-phosphogluconate dehydrogenase, NADP-binding;6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily;3-hydroxyisobutyrate dehydrogenase, NAD-binding domain;NAD(P)-binding domain superfamily",604,1815,3-hydroxyisobutyrate dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,NAD binding;NADP binding;oxidoreductase activity,N/A
CNAG_01261,394,Cryptococcus neoformans var. grubii H99,"CP003824.1:759,261..764,168(-)",myosin I binding protein,protein coding gene,CNAG_01261,IPR001452;IPR036028,SH3 domain;SH3-like domain superfamily,1419,4260,myosin I binding protein,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_02392,395,Cryptococcus neoformans var. grubii H99,"CP003825.1:447,315..452,015(+)",hypothetical protein,protein coding gene,CNAG_02392,N/A,N/A,235,708,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05971,396,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,362,350..1,362,793(-)",hypothetical protein,protein coding gene,CNAG_05971,N/A,N/A,50,153,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01386,397,Cryptococcus neoformans var. grubii H99,"CP003824.1:431,162..432,226(-)","phosphatidylinositol glycan, class P",protein coding gene,CNAG_01386,IPR013717,PIG-P,117,354,"phosphatidylinositol glycan, class P",N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07981,398,Cryptococcus neoformans var. grubii H99,"CP003824.1:843,666..844,265(+)",hypothetical protein,protein coding gene,CNAG_07981,N/A,N/A,137,414,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_00164,399,Cryptococcus neoformans var. grubii H99,"CP003820.1:446,801..448,902(-)",hypothetical protein,protein coding gene,CNAG_00164,IPR008397;IPR008929,Alginate lyase domain;Chondroitin AC/alginate lyase,472,1419,hypothetical protein,N/A,N/A,N/A,N/A,lyase activity,periplasmic space
CNAG_05697,400,Cryptococcus neoformans var. grubii H99,"CP003826.1:643,412..645,937(+)",hypothetical protein,protein coding gene,CNAG_05697,IPR021740;IPR037525,Velvet factor;Velvet domain,187,564,hypothetical protein,N/A,N/A,N/A,N/A,N/A,nucleus
CNAG_00359,401,Cryptococcus neoformans var. grubii H99,"CP003820.1:911,900..913,360(-)",hypothetical protein,protein coding gene,CNAG_00359,N/A,N/A,351,1056,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_07358,402,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,002,298..1,006,448(-)",hypothetical protein,protein coding gene,CNAG_07358,N/A,N/A,210,633,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_02544,403,Cryptococcus neoformans var. grubii H99,"CP003825.1:38,861..39,515(-)",DNA repair protein Swi5/Sae3,protein coding gene,CNAG_02544,IPR010760,"DNA repair protein, Swi5",102,309,DNA repair protein Swi5/Sae3,N/A,N/A,N/A,DNA repair,N/A,N/A
CNAG_03161,404,Cryptococcus neoformans var. grubii H99,"CP003827.1:219,695..222,294(+)",hypothetical protein,protein coding gene,CNAG_03161,N/A,N/A,555,1668,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00826,405,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,191,898..2,194,408(-)",dihydroxyacetone kinase,protein coding gene,CNAG_00826,IPR004006;IPR004007;IPR012734;IPR036117,DhaK domain;DhaL domain;Dihydroxyacetone kinase;DhaL domain superfamily,600,1803,dihydroxyacetone kinase,cellular response to diamide;positive regulation of melanin biosynthetic process;positive regulation of urease activity,N/A,N/A,anaerobic glycerol catabolic process;glycerol metabolic process,ATP binding;glycerone kinase activity;triokinase activity,N/A
CNAG_02586,406,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,297,827..1,300,448(+)",Sugar transporter,protein coding gene,CNAG_02586,IPR005828;IPR005829;IPR036259,"Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",535,1608,Sugar transporter,N/A,N/A,N/A,carbohydrate transport;transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_02733,407,Cryptococcus neoformans var. grubii H99,"CP003822.1:880,329..882,985(+)",Monosaccharide transporter,protein coding gene,CNAG_02733,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",595,1788,Monosaccharide transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_04380,408,Cryptococcus neoformans var. grubii H99,"CP003828.1:719,322..722,332(+)","peptidase, peptidase, variant",protein coding gene,CNAG_04380,IPR021109;IPR033121,Aspartic peptidase domain superfamily;Peptidase family A1 domain,535,1608,peptidase,N/A,N/A,extracellular region,N/A,N/A,N/A
CNAG_05315,409,Cryptococcus neoformans var. grubii H99,"CP003823.1:1,030,378..1,033,351(-)",taurine catabolism dioxygenase TauD,protein coding gene,CNAG_05315,IPR003819,TauD/TfdA-like domain,432,1299,taurine catabolism dioxygenase TauD,N/A,N/A,N/A,obsolete oxidation-reduction process,dioxygenase activity;oxidoreductase activity,N/A
CNAG_06060,410,Cryptococcus neoformans var. grubii H99,"CP003831.1:197,541..202,349(-)",hypothetical protein,protein coding gene,CNAG_06060,IPR003864;IPR027815;IPR032880,"Calcium-dependent channel, 7TM region, putative phosphate;10TM putative phosphate transporter, cytosolic domain;Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain",1054,3165,hypothetical protein,N/A,N/A,N/A,ion transport,N/A,integral component of membrane;membrane
CNAG_00531,411,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,354,652..1,358,644(-)","potassium/sodium efflux P-type ATPase, fungal- type",protein coding gene,CNAG_00531,IPR001757;IPR004014;IPR006068;IPR008250;IPR018303;IPR023298;IPR023299;IPR036412,"P-type ATPase;Cation-transporting P-type ATPase, N-terminal;Cation-transporting P-type ATPase, C-terminal;P-type ATPase, A domain superfamily;P-type ATPase, phosphorylation site;P-type ATPase, transmembrane domain superfamily;P-type ATPase, cytoplasmic domain N;HAD-like superfamily",1091,3276,"potassium/sodium efflux P-type ATPase, fungal- type",cellular response to dithiothreitol;cellular response to hydrogen peroxide;hyperosmotic response;response to alkaline pH;response to antibiotic;response to lithium ion;response to sodium dodecyl sulfate,N/A,N/A,N/A,ATP binding;nucleotide binding,integral component of membrane
CNAG_00876,412,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,750,128..1,752,549(-)",ferric-chelate reductase,protein coding gene,CNAG_00876,IPR013112;IPR013121;IPR013130;IPR017938;IPR039261,"FAD-binding 8;Ferric reductase, NAD binding domain;Ferric reductase transmembrane component-like domain;Riboflavin synthase-like beta-barrel;Ferredoxin-NADP reductase (FNR), nucleotide-binding domain",588,1767,ferric-chelate reductase,N/A,N/A,N/A,ion transport;obsolete oxidation-reduction process,oxidoreductase activity,integral component of membrane
CNAG_05147,413,Cryptococcus neoformans var. grubii H99,"CP003823.1:552,743..555,786(-)",hypothetical protein,protein coding gene,CNAG_05147,N/A,N/A,702,2109,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07604,414,Cryptococcus neoformans var. grubii H99,"CP003830.1:832,387..836,008(+)",metalloreductase,protein coding gene,CNAG_07604,IPR013112;IPR013121;IPR013130;IPR017938;IPR039261,"FAD-binding 8;Ferric reductase, NAD binding domain;Ferric reductase transmembrane component-like domain;Riboflavin synthase-like beta-barrel;Ferredoxin-NADP reductase (FNR), nucleotide-binding domain",726,2181,metalloreductase,N/A,N/A,N/A,ion transport;obsolete oxidation-reduction process,oxidoreductase activity,integral component of membrane
CNAG_04873,415,Cryptococcus neoformans var. grubii H99,"CP003829.1:143,634..147,167(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_04873,N/A,N/A,501,1506,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04564,416,Cryptococcus neoformans var. grubii H99,"CP003829.1:1,024,451..1,026,281(-)",phytanoyl-CoA dioxygenase,protein coding gene,CNAG_04564,IPR008775,Phytanoyl-CoA dioxygenase,327,984,phytanoyl-CoA dioxygenase,N/A,N/A,N/A,N/A,dioxygenase activity,N/A
CNAG_04459,417,Cryptococcus neoformans var. grubii H99,"CP003828.1:919,385..920,751(+)",hypothetical protein,protein coding gene,CNAG_04459,N/A,N/A,228,687,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04635,418,Cryptococcus neoformans var. grubii H99,"CP003829.1:816,843..819,633(+)",endopeptidase,protein coding gene,CNAG_04635,IPR001461;IPR001969;IPR021109;IPR033121;IPR034164,"Aspartic peptidase A1 family;Aspartic peptidase, active site;Aspartic peptidase domain superfamily;Peptidase family A1 domain;Pepsin-like domain",575,1728,endopeptidase,N/A,N/A,N/A,proteolysis,aspartic-type endopeptidase activity,N/A
CNAG_01795,419,Cryptococcus neoformans var. grubii H99,"CP003830.1:949,574..953,342(-)",hypothetical protein,protein coding gene,CNAG_01795,N/A,N/A,980,2943,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04337,420,Cryptococcus neoformans var. grubii H99,"CP003828.1:605,031..606,973(-)",cation diffusion facilitator,protein coding gene,CNAG_04337,IPR027469;IPR027470;IPR036837,"Cation efflux transmembrane domain superfamily;Cation efflux protein, cytoplasmic domain;Cation efflux protein, cytoplasmic domain superfamily",331,996,cation diffusion facilitator,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04736,421,Cryptococcus neoformans var. grubii H99,"CP003829.1:541,812..543,862(-)",hypothetical protein,protein coding gene,CNAG_04736,N/A,N/A,378,1137,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02102,422,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,184,094..1,186,607(+)",hypothetical protein,protein coding gene,CNAG_02102,N/A,N/A,606,1821,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03913,423,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,170,467..1,171,942(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_03913,IPR000058;IPR035896,"Zinc finger, AN1-type;AN1-like Zinc finger",294,885,"hypothetical protein, variant",N/A,N/A,N/A,N/A,zinc ion binding,N/A
CNAG_07555,424,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,197,365..1,200,805(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_07555,N/A,N/A,540,1623,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02877,425,Cryptococcus neoformans var. grubii H99,"CP003822.1:547,718..551,453(-)",hypothetical protein,protein coding gene,CNAG_02877,IPR001138;IPR013087;IPR036236;IPR036864,Zn(2)-C6 fungal-type DNA-binding domain;Zinc finger C2H2-type;Zinc finger C2H2 superfamily;Zn(2)-C6 fungal-type DNA-binding domain superfamily,928,2787,hypothetical protein,negative regulation of capsule organization;response to salt stress;response to sodium dodecyl sulfate;response to tert-butyl hydroperoxide,N/A,N/A,"regulation of transcription, DNA-templated","DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus
CNAG_05861,426,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,059,010..1,063,328(-)","Fork head protein homolog 1, putative",protein coding gene,CNAG_05861,IPR001766;IPR036390,Fork head domain;Winged helix DNA-binding domain superfamily,608,1827,"Fork head protein homolog 1, putative",capsule organization,N/A,N/A,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity;sequence-specific DNA binding,nucleus
CNAG_00080,427,Cryptococcus neoformans var. grubii H99,"CP003820.1:225,190..227,173(-)",hypothetical protein,protein coding gene,CNAG_00080,N/A,N/A,484,1455,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00492,428,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,257,937..1,260,670(-)",hypothetical protein,protein coding gene,CNAG_00492,N/A,N/A,654,1965,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06121,429,Cryptococcus neoformans var. grubii H99,"CP003831.1:367,385..368,626(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_06121,IPR001623;IPR036869,DnaJ domain;Chaperone J-domain superfamily,206,621,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03910,430,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,159,116..1,162,209(-)","myo-inositol transporter, putative",protein coding gene,CNAG_03910,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",678,2037,"myo-inositol transporter, putative",N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_06250,431,Cryptococcus neoformans var. grubii H99,"CP003831.1:739,977..742,705(+)",hypothetical protein,protein coding gene,CNAG_06250,IPR006076;IPR036188,FAD dependent oxidoreductase;FAD/NAD(P)-binding domain superfamily,480,1443,hypothetical protein,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_06251,432,Cryptococcus neoformans var. grubii H99,"CP003831.1:742,592..746,011(-)",Ser/Thr protein phosphatase,protein coding gene,CNAG_06251,IPR004843;IPR041805,"Calcineurin-like phosphoesterase domain, ApaH type;Acid sphingomyelinase/endopolyphosphatase, metallophosphatase domain",602,1809,Ser/Thr protein phosphatase,N/A,N/A,N/A,N/A,hydrolase activity,N/A
CNAG_02058,433,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,312,666..1,315,226(+)",hypothetical protein,protein coding gene,CNAG_02058,N/A,N/A,284,855,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04616,434,Cryptococcus neoformans var. grubii H99,"CP003829.1:874,103..877,542(-)",hypothetical protein,protein coding gene,CNAG_04616,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,546,1641,hypothetical protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_05595,435,Cryptococcus neoformans var. grubii H99,"CP003833.2:733,679..735,596(-)",hypothetical protein,protein coding gene,CNAG_05595,IPR011043,"Galactose oxidase/kelch, beta-propeller",416,1251,hypothetical protein,N/A,N/A,extracellular region,N/A,protein binding,N/A
CNAG_06872,436,Cryptococcus neoformans var. grubii H99,"CP003824.1:16,856..19,548(+)",5-oxoprolinase,protein coding gene,CNAG_06872,IPR002821;IPR008040,"Hydantoinase A/oxoprolinase;Hydantoinaseoxoprolinase, N-terminal",758,2277,5-oxoprolinase,N/A,N/A,N/A,N/A,hydrolase activity,N/A
CNAG_04110,437,Cryptococcus neoformans var. grubii H99,"CP003828.1:28,930..30,261(+)",Glutathione S-transferase,protein coding gene,CNAG_04110,IPR004045;IPR004046;IPR036249;IPR036282,"Glutathione S-transferase, N-terminal;Glutathione S-transferase, C-terminal;Thioredoxin-like superfamily;Glutathione S-transferase, C-terminal domain superfamily",298,897,Glutathione S-transferase,N/A,N/A,N/A,N/A,protein binding;transferase activity,N/A
CNAG_06499,438,Cryptococcus neoformans var. grubii H99,"CP003832.1:679,259..681,279(-)",hypothetical protein,protein coding gene,CNAG_06499,IPR000326;IPR036938;IPR043216,Phosphatidic acid phosphatase type 2/haloperoxidase;Phosphatidic acid phosphatase type 2/haloperoxidase superfamily;Phospholipid phosphatase,426,1281,hypothetical protein,cellular response to heat,N/A,N/A,phospholipid metabolic process,phosphatidate phosphatase activity,integral component of membrane
